country,totalCases,newCases,totalDeaths,newDeaths,totalRecovered,activeCases,seriousCritical,totCases1mPop
Peru,"1,414",,55,,537,822,51,43
Iceland,"1,364",+45,4,,309,"1,051",12,"3,997"
Argentina,"1,265",,39,+3,256,970,,28
Colombia,"1,161",,19,,55,"1,087",50,23
Singapore,"1,114",+65,5,+1,282,827,24,190
Croatia,"1,079",+68,8,+1,92,979,39,263
UAE,"1,024",,8,,96,920,2,104
Algeria,986,,86,,61,839,,22
Estonia,961,+103,12,+1,48,901,16,724
Qatar,949,,3,,72,874,37,329
Ukraine,942,+45,23,+1,19,900,16,22
Slovenia,934,+37,20,+3,70,844,31,449
New Zealand,868,+71,1,,103,764,2,180
Egypt,865,,58,,201,606,,8
Hong Kong,845,+43,4,,173,668,8,113
Iraq,772,,54,,202,516,,19
Armenia,736,+73,7,,43,686,30,248
Morocco,735,+27,47,+3,49,639,1,20
Diamond Princess,712,,11,,619,82,10,
Lithuania,696,+47,9,,7,680,11,256
Bahrain,672,+29,4,,382,286,3,395
Hungary,623,+38,26,+5,43,554,17,64
Bosnia and Herzegovina,574,+41,17,+1,27,530,4,175
Lebanon,508,+14,17,+1,46,445,2,74
Moldova,505,,6,,26,473,65,125
Latvia,493,+35,,,1,492,3,261
Bulgaria,485,+28,14,+4,30,441,18,70
Kazakhstan,460,+25,6,+3,29,425,6,24
Tunisia,455,,14,,5,436,10,38
Slovakia,450,+24,1,,10,439,3,82
Azerbaijan,443,+43,5,,32,406,7,44
Andorra,439,+11,16,+1,16,407,12,"5,682"
North Macedonia,430,+46,11,,17,402,8,206
Kuwait,417,+75,,,82,335,16,98
Costa Rica,396,,2,,6,388,11,78
Uruguay,369,+19,4,,68,297,13,106
Cyprus,356,,10,,28,318,11,295
Belarus,351,+47,4,,53,294,11,37
Taiwan,348,+9,5,,50,293,,15
Réunion,308,,,,40,268,3,344
Cameroon,306,,7,,10,289,,12
Albania,304,+27,16,,89,199,7,106
Jordan,299,,5,,45,249,5,29
Burkina Faso,288,,16,,50,222,,14
Afghanistan,273,,6,,10,257,,7
Oman,252,+21,1,,57,194,3,49
San Marino,245,,30,,21,194,15,"7,221"
Vietnam,237,+4,,,85,152,3,2
Cuba,233,,6,,13,214,7,21
Channel Islands,232,+39,4,+1,13,215,,"1,334"
Honduras,222,+3,15,+1,3,204,10,22
Uzbekistan,221,+16,2,,25,194,8,7
Senegal,207,+12,1,,66,140,1,12
Ghana,204,,5,,31,168,2,7
Malta,202,+6,,,2,200,2,457
Ivory Coast,194,,1,,15,178,,7
Nigeria,190,+6,2,,20,168,,0.9
Mauritius,186,+17,7,,,179,1,146
Faeroe Islands,179,+2,,,91,88,1,"3,663"
Palestine,171,+10,1,,18,152,,34
Montenegro,160,+16,2,,,158,4,255
Sri Lanka,152,+1,4,,24,124,5,7
Georgia,148,+14,,,27,121,6,37
Venezuela,146,,5,,43,98,6,5
Martinique,138,,3,,27,108,19,368
DRC,134,,13,,3,118,,1
Brunei ,134,+1,1,,65,68,3,306
Bolivia,132,+9,9,+1,1,122,3,11
Kyrgyzstan,130,+14,1,+1,5,124,5,20
Guadeloupe,128,,6,,24,98,14,320
Kenya,122,+12,4,+1,4,114,2,2
Mayotte,116,,1,,10,105,3,425
Isle of Man,114,+19,1,,,113,,"1,341"
Cambodia,114,+4,,,35,79,1,7
Niger,98,,5,,,93,,4
Trinidad and Tobago,97,+3,6,+1,1,90,,69
Paraguay,92,+15,3,,4,85,4,13
Gibraltar,88,,,,46,42,,"2,612"
Rwanda,84,,,,,84,,6
Liechtenstein,75,,,,,75,,"1,967"
Madagascar,65,+6,,,,65,6,2
Bangladesh,61,+5,6,,26,29,1,0.4
Monaco,60,,1,,2,57,2,"1,529"
Aruba,60,,,,1,59,,562
Guinea,52,,,,,52,,4
French Guiana,51,,,,15,36,,171
Djibouti,49,+9,,,8,41,,50
Jamaica,47,,3,,2,42,,16
Guatemala,47,,1,,12,34,1,3
El Salvador,46,+5,2,,,44,4,7
Barbados,46,,,,,46,,160
Uganda,45,,,,,45,,1.0
Macao,42,+1,,,10,32,,65
Togo,40,+1,3,+1,17,20,,5
Zambia,39,,1,,2,36,,2
French Polynesia,37,,,,,37,1,132
Mali,36,,3,,,33,,2
Bermuda,35,,,,11,24,,562
Ethiopia,35,+6,,,3,32,2,0.3
Cayman Islands,28,,1,,,27,,426
Bahamas,24,,1,,1,22,1,61
Sint Maarten,23,+5,2,+1,6,15,,536
Congo,22,,2,,2,18,,4
Saint Martin,22,,1,,2,19,,569
Eritrea,22,,,,,22,,6
Gabon,21,,1,,1,19,,9
Myanmar,20,,1,,,19,,0.4
Tanzania,20,,1,,3,16,,0.3
Guyana,19,,4,,,15,,24
Maldives,19,,,,13,6,,35
Haiti,18,+2,,,1,17,,2
New Caledonia,18,,,,1,17,,63
Syria,16,,2,,,14,,0.9
Equatorial Guinea,15,,,,1,14,,11
Mongolia,14,,,,2,12,,4
Namibia,14,,,,3,11,,6
Benin,13,,,,1,12,,1
Saint Lucia,13,,,,1,12,,71
Dominica,12,,,,,12,,167
Curaçao,11,,1,,3,7,,67
Libya,11,,1,,,10,,2
Greenland,10,,,,3,7,,176
Grenada,10,,,,,10,,89
Laos,10,,,,,10,,1
Mozambique,10,,,,,10,,0.3
Seychelles,10,,,,,10,,102
Suriname,10,,,,,10,,17
MS Zaandam,9,,2,,,7,,
Zimbabwe,9,,1,,,8,,0.6
Antigua and Barbuda,9,,,,,9,,92
Guinea-Bissau,9,,,,,9,,5
Saint Kitts and Nevis,9,,,,,9,,169
Eswatini,9,,,,,9,,8
Angola,8,,2,,1,5,,0.2
Sudan,8,,2,,2,4,,0.2
CAR,8,+5,,,,8,,2
Chad,8,,,,,8,,0.5
Fiji,7,,,,,7,,8
Vatican City,7,,,,,7,,"8,739"
Liberia,7,+1,,,,7,,1
Cabo Verde,6,,1,,,5,,11
Mauritania,6,,1,,2,3,,1
Nepal,6,,,,1,5,,0.2
St. Barth,6,,,,1,5,,607
Nicaragua,5,,1,,,4,,0.8
Bhutan,5,,,,2,3,,6
Montserrat,5,,,,,5,,"1,002"
Somalia,5,,,,1,4,,0.3
Turks and Caicos,5,,,,,5,,129
Botswana,4,,1,,,3,,2
Gambia,4,,1,,2,1,,2
Belize,4,+1,,,,4,,10
Anguilla,3,,,,,3,,200
British Virgin Islands,3,,,,,3,,99
Burundi,3,,,,,3,,0.3
Malawi,3,,,,,3,,0.2
St. Vincent Grenadines,3,+1,,,1,2,,27
Caribbean Netherlands,2,,,,,2,,76
Sierra Leone,2,,,,,2,,0.3
Papua New Guinea,1,,,,,1,,0.1
Timor-Leste,1,,,,,1,,0.8
China,"81,620",+31,"3,322",+4,"76,571","1,727",379,57
